Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10135663000,58640561,2025,Non Tender,APBD,CV. HALIMUN,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Jaringan Irigasi Gintung Desa Pagaraji Kec. Maja (PAD),SELESAI,198792000,198792000
KAB. MAJALENGKA,KECAMATAN CIGASONG - 7.01.0.00.0.00.04.0000,10654275000,61160763,2025,Non Tender,APBDP,CV. HALIMUN,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Pemeliharaan Tanah-Lapangan-Tanah untuk Makam (Penataan Komplek Makam Kabuyutan Lingk Girimulya Kelurahan Simepureum),SELESAI,99480207,99480207
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,01K94AXRTF413KNX2TEVT442G1,60744028,2025,E-Katalog 6.0,APBD,TRIFA RAYA LABORATORIES,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Ligung),PAYMENT OUTSIDE SYSTEM,2125650,2125650
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10313453000,54755269,2025,Non Tender,APBD,WINANTISARI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Bantarujeg - Malausma),SELESAI,198698725,198698725
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11940891,59825921,2025,E-Katalog 5.0,APBD,CV. INTI RAYA,E-Purchasing,Pengadaan Barang,Instalasi Kabel NYY 4x 25 mm,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3600000,3600000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11982621,59825927,2025,E-Katalog 5.0,APBD,PT.HAURA KARYA NUSANTARA,E-Purchasing,Pengadaan Barang,Pas. Aluminium foil/sisalation double side SF,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14992005,14992005
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11760172,54602436,2025,E-Katalog 5.0,BLUD,PT.GLOBAL DISPOMEDIKA,E-Purchasing,Pengadaan Barang,METRASET Infusion Set Type Airvent Cap Y Site Luer Lock,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2486500,2486500
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,11678779,55779000,2025,E-Katalog 5.0,APBD,kenara pelita raya,E-Purchasing,Pengadaan Barang,Lakban Hitam Besar,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,60000,60000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11897846,59731344,2025,E-Katalog 5.0,APBD,CV.JAYA MAKMUR SENTOSA,E-Purchasing,Pengadaan Barang,Pekerjaan Pasang Titik lampu dan instalasi,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3885300,3885300
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,11572266,57388612,2025,E-Katalog 5.0,APBD,CV CIPTA SARANA UTAMA,E-Purchasing,Pengadaan Barang,Stabilo Warna,PAKET SELESAI,55000,55000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,01KBETYWXR88XXRYMBH8AVVM16,61081184,2025,E-Katalog 6.0,"APBD,APBDP",HAIDAR PUTRA PRADANA,E-Purchasing,Barang,Belanja Natura dan Pakan-Natura,ON PROCESS,9329859,9329859
KAB. MAJALENGKA,PUSKESMAS KERTAJATI - 1.02.0.00.0.00.01.0009,01K44HCKT3K1P0NKGAA8HSGQE6,55853531,2025,E-Katalog 6.0,APBD,BUMBUWANGI CIPTA EKARASA,E-Purchasing,Barang,"Belanja Barang dan Jasa BOK Puskesmas; Pengelolaan Pelayanan Kesehatan Gizi Masyarakat ; Belanja Bahan, dan Penyiapan PMT lokal Bumil KEK dan Risiko KEK ; Belanja Bahan Makanan untuk PMT Bumil KEK; UPTD Puskesmas Kertajati",PAYMENT OUTSIDE SYSTEM,10836153,10836153
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,11995745,56759251,2025,E-Katalog 5.0,APBD,CV. MAJU BERSAMA 94,E-Purchasing,Pengadaan Barang,Pipa PVC dia. 3/4in,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2340000,2340000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10512340000,61041161,2025,Non Tender,APBDP,CV. RADJA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Pos - Cipinang (Pertigaan Cipinang),SELESAI,199161201,199161201
KAB. MAJALENGKA,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.2.19.0.00.01.0000,01K2KBCAHDA3PSG84FGDHVPRC9,60285676,2025,E-Katalog 6.0,APBD,DARMA ABADI RAYA,E-Purchasing,Barang,Beban Makanan dan Minuman Aktivitas Lapangan,ON PROCESS,3149958,3149958
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01JZY9ES2DMD3ZPAN7PMN1MHAM,54966148,2025,E-Katalog 6.0,BLUD,FEDIEKO MANUNGGAL SAKTI,E-Purchasing,Jasa Lainnya,Penyediaan Barang dan Jasa BLUD (Jasa) e- Purchasing,ON PROCESS,561660000,561660000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11482601,56197511,2025,E-Katalog 5.0,APBD,CV. DJARAN,E-Purchasing,Pengadaan Barang,Roll cat dan Baki Cat,PROSES KONTRAK PPK,145000,145000
KAB. MAJALENGKA,PUSKESMAS MALAUSMA - 1.02.0.00.0.00.01.0024,12051822,55854217,2025,E-Katalog 5.0,APBD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Glimepirid tab 2 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,875000,875000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,01JXF4ECRV8QDJMP6GA7M01WQ1,59274374,2025,E-Katalog 6.0,APBD,GARDU JAYA,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (TBDM Tahap II),PAYMENT OUTSIDE SYSTEM,152836500,152836500
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,01KA7SXR2H8Y12ZERRRJ9EMBHV,61048357,2025,E-Katalog 6.0,APBD,NUGRAHA,E-Purchasing,Barang,Suku Cadang Alat Angkutan (UMPEG),ON PROCESS,23192000,23192000
KAB. MAJALENGKA,KECAMATAN SUKAHAJI - 7.01.0.00.0.00.24.0000,01JZ4KQTQJRSZGA79832NT2D3H,56527572,2025,E-Katalog 6.0,"APBD,APBDP",APPOT,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya,ON PROCESS,15693400,15693400
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,11481964,54357494,2025,E-Katalog 5.0,APBD,CV Pratama,E-Purchasing,Pengadaan Barang,Fotocopy,PROSES KONTRAK PPK,1200000,1200000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11864001,58662501,2025,E-Katalog 5.0,APBD,CV. ASTHA PILAR ANGKASA,E-Purchasing,Pengadaan Barang,"Pengecatan 1 m2 tembok baru ( 1 lapis plamir, 1 lapis cat dasar, 2 lapis cat penutup )",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2553278.96,2553278.96
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,12130009,54602436,2025,E-Katalog 5.0,BLUD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Condom Catheter M,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,29415,29415
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11864064,58662829,2025,E-Katalog 5.0,APBD,CV. RAFFA ADYATMA,E-Purchasing,Pengadaan Barang,Pek. Bekisting Kolom,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7248269.339999999,7248269.339999999
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,11593706,56422427,2025,E-Katalog 5.0,APBD,Putra Jaya Mandiri,E-Purchasing,Pengadaan Barang,Pemeliharaan / Service CCTV,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,500000,500000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11988544,54602436,2025,E-Katalog 5.0,BLUD,TUNAS BANGUN PRAKARSA,E-Purchasing,Pengadaan Barang,"PLAIN 1 TAPER , BPAT01401 , BENANG APEX",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7326000,0
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,12055328,54602436,2025,E-Katalog 5.0,BLUD,PT Yarindo Farmatama,E-Purchasing,Pengadaan Barang,Olanzapin tab sal selaput 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1776000,1776000
KAB. MAJALENGKA,PUSKESMAS SINDANG - 1.02.0.00.0.00.01.0029,01K9NW707T9G2DAGERCK1BWYEC,55787027,2025,E-Katalog 6.0,BLUD,SARI TANI SERA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Sindang),ON PROCESS,5250000,5250000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11626847,54966123,2025,E-Katalog 5.0,APBD,CV. ALHAMDULILLAH,E-Purchasing,Pengadaan Barang,Sodokan (Garu),PAKET SELESAI,175000,175000
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,01KBCJ6V238QN879Z61ZG0BBRB,61063948,2025,E-Katalog 6.0,APBD,LALA,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Rapat,PAYMENT OUTSIDE SYSTEM,14625000,14625000
KAB. MAJALENGKA,KECAMATAN KASOKANDEL - 7.01.0.00.0.00.11.0000,01K0RD6E9CDDR8BSYXKMYRJATT,56734353,2025,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya,ON PROCESS,8614700,8614700
KAB. MAJALENGKA,KECAMATAN CIGASONG - 7.01.0.00.0.00.04.0000,01JZQAPHH0T4AT0894K6MSDS59,57475671,2025,E-Katalog 6.0,APBD,PINGUIN DATA SOLUSINDO,E-Purchasing,Barang,Belanja Modal Personal Computer,ON PROCESS,63999998,63999998
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,01K7QVC8J584Z0SBAMQ3M5T2MQ,61064574,2025,E-Katalog 6.0,APBD,BANJARAN SARI JAYA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,PAYMENT OUTSIDE SYSTEM,9225000,9225000
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,01JSK20301T3ARAFDBVDHM49W6,55778998,2025,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD (UPTD Puskemas Ligung),PAYMENT OUTSIDE SYSTEM,6000000,6000000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,01K33KMC6T9VQ04MH3H15K8AGR,60329784,2025,E-Katalog 6.0,APBD,RAIHAN,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,PAYMENT OUTSIDE SYSTEM,2450000,2450000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01JY127BMJJR4XMQ64JBWB9ACG,58834452,2025,E-Katalog 6.0,APBDP,AGAM MITRA MANDIRI,E-Purchasing,Barang,Beban Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Kantor-Alat Kantor Lainnya (Service / Penggantian Suku Cadang AC -- Sub Kegiatan Pemeliharaan Peralatan dan Mesin Lainnya),ON PROCESS,6050000,6050000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,11459597,56707541,2025,E-Katalog 5.0,APBD,CV. LAREINA,E-Purchasing,Pengadaan Barang,Sarung kaki (Taekwondo),PAKET SELESAI,450000,0
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KBHKJSQQYCYVSF2TJDQEJE75,61824262,2025,E-Katalog 6.0,APBDP,CV. BERKAH CAHAYA ABADI,E-Purchasing,Barang,Belanja Modal Alat Kantor Lainnya,ON PROCESS,18786750,18786750
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",01KADF2B3J858VHBYG78H4MGF2,58895644,2025,E-Katalog 6.0,APBD,GLAGAHWANGI,E-Purchasing,Barang,Belanja Sewa Peralatan Studio Audio,ON PROCESS,643800,643800
KAB. MAJALENGKA,PUSKESMAS MUNJUL - 1.02.0.00.0.00.01.0015,01KC0C4089YR0MBW18XK7X5B7B,60900082,2025,E-Katalog 6.0,APBD,YANUAR RUKMANA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,7561790,7561790
KAB. MAJALENGKA,LABKESDA MAJALENGKA - 1.02.0.00.0.00.01.0033,01JT08KCJXMHH3DN9RZ71ECAJ5,56276450,2025,E-Katalog 6.0,BLUD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD ,PAYMENT OUTSIDE SYSTEM,4264559,4264559
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,11789949,55785395,2025,E-Katalog 5.0,BLUD,CV Sinaraya Nugraha Medika,E-Purchasing,Pengadaan Barang,PRO-FIX 5 cm x 5 m,PAKET SELESAI,1500000,1500000
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,11924811,56181752,2025,E-Katalog 5.0,BLUD,PT. INDO PRIANGAN KATULISTIWA,E-Purchasing,Pengadaan Barang,RANITIDINE 150 MG,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,300000,300000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,01KB4MXJVRS96A6MG343ZHZ3VP,61382595,2025,E-Katalog 6.0,BLUD,PURNAMA GLOBAL SAPUTRA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (Belanja Bahan Pembersih),ON PROCESS,128715786,128715786
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,12051202,56075702,2025,E-Katalog 5.0,APBD,PT SAVISMA JAYA MAKMUR,E-Purchasing,Pengadaan Barang,ETHYL CHLORIDE SPRAY NO PAIN,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,319902,0
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",01K6MG23XF3P360X37AA4GVS9Y,58907768,2025,E-Katalog 6.0,APBD,MUHAMAD WINDU NATA KUSUMAH,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,4699991,4699991
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,01K1MVPNE5CKSCPMPVN97PZCRH,55792749,2025,E-Katalog 6.0,APBD,GEKSOR MAJU BERSAMA,E-Purchasing,Barang,Belanja Barang dan Jasa BOK Puskesmas,ON PROCESS,39600000,39600000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11759944,54602436,2025,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Levofloksasin Hemihydrate inf 750 mg / 150 ml,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,11860000,11860000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11404496,56314180,2025,E-Katalog 5.0,APBD,CV. DWI GUNA,E-Purchasing,Pengadaan Barang,WATER BOILER,PROSES KONTRAK PPK,5850000,5850000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01JVBWRMW2C3TP0AC93W3RSBAV,55630625,2025,E-Katalog 6.0,APBD,MEKARWANGI,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,6890000,6890000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,11584069,56781519,2025,E-Katalog 5.0,APBD,CV. LALA,E-Purchasing,Pengadaan Barang,croisant,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7600000,7600000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,11878846,55781252,2025,E-Katalog 5.0,APBD,NOVAPHARIN,E-Purchasing,Pengadaan Barang,Ketokonazol/ Ketoconazole tablet/kapsul/kaplet 200 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,645000,645000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11866395,58663183,2025,E-Katalog 5.0,APBD,CV.MULTI DIMENSI ADHI KARYA,E-Purchasing,Pengadaan Barang,Pipa HDPE Dia 90 mm (PN 10),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,209430000,209430000
KAB. MAJALENGKA,PUSKESMAS MARGAJAYA - 1.02.0.00.0.00.01.0025,01K1CT6PRGXDJ7B2H0EEC1SK4H,55785116,2025,E-Katalog 6.0,APBD,IRMA DEWI,E-Purchasing,Barang,Belanja Barang dan Jasa BOK ; Makan -Puskesmas Margajaya,ON PROCESS,1260000,1260000
KAB. MAJALENGKA,KECAMATAN RAJAGALUH - 7.01.0.00.0.00.21.0000,01K8SZ1KB05GV7SV24XW349BTA,61429001,2025,E-Katalog 6.0,APBD,APPOT,E-Purchasing,Barang,Belanja Peralatan dan Mesin-Alat Keselamatan Kerja-Alat Pelindung-Sepatu Lapangan,ON PROCESS,1250000,1250000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11315242,53971503,2025,E-Katalog 5.0,BLUD,KOPERASI SEKAR SUCI,E-Purchasing,Pengadaan Barang,LEE MINERAL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,9190800,9190800
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11860956,58662613,2025,E-Katalog 5.0,APBD,CV. CIPTA KANAKA ASRI,E-Purchasing,Pengadaan Barang,"Membuat 1 M2 Plesteran 1 PC : 5 PP, tebal 15 mm",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,5342172.5600000005,5342172.5600000005
KAB. MAJALENGKA,PUSKESMAS JATITUJUH - 1.02.0.00.0.00.01.0017,01K4S4VBFF4Q3F2AD6PDXTW1NX,55782975,2025,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,PAYMENT OUTSIDE SYSTEM,1425000,1425000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11757853,54602436,2025,E-Katalog 5.0,BLUD,PT Otsuka Indonesia,E-Purchasing,Pengadaan Barang,"Dextrose monohydrat - Dextrose anhydrat 40%, ampul  25 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4358970,4358970
KAB. MAJALENGKA,PUSKESMAS MALAUSMA - 1.02.0.00.0.00.01.0024,11747418,55854217,2025,E-Katalog 5.0,APBD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Kasa Hydrofil 40 yard x 80 cm,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3226872,3226872
KAB. MAJALENGKA,PUSKESMAS KASOKANDEL - 1.02.0.00.0.00.01.0022,01JZQ07XTPNKWJMG49TRC2Z1H1,56340052,2025,E-Katalog 6.0,APBD,AURORA DUA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (Puskesmas Kasokandel),ON PROCESS,10050001,10050001
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11759599,54602436,2025,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Simvastatin tab 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,136500,136500
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11422374,54486828,2025,E-Katalog 5.0,APBD,AGAM COPY CENTER,E-Purchasing,Pengadaan Barang,Lakban Doubletip,PROSES KONTRAK PPK,140000,140000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11940891,59825921,2025,E-Katalog 5.0,APBD,CV. INTI RAYA,E-Purchasing,Pengadaan Barang,Pas. Lapisan Dinding Granit tile 60x60 Polished,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6238440,6238440
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",01K37ZP4VR1WD41CMVSEFNTMEQ,58896373,2025,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,1150000,1150000
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,11668510,55785395,2025,E-Katalog 5.0,BLUD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,"Antihemoroid, kombinasi: bismut subgalat 150 mg + heksaklorofen 2,5 mg + lidokain lidokain 10 mg+ seng oksida 120 mg + sup ad 2 g",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,975000,975000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,11872689,56817577,2025,E-Katalog 5.0,APBD,PT.INFION,E-Purchasing,Pengadaan Barang,RANITIDINE HCL 150 MG,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1398000,1398000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01JVTW1NN98FR2T1C6G9RF20DP,59074286,2025,E-Katalog 6.0,APBDP,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak ,ON PROCESS,375600,375600
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11357660,54602436,2025,E-Katalog 5.0,BLUD,PT.GLOBAL DISPOMEDIKA,E-Purchasing,Pengadaan Barang,Type 2/0 USP 3 MET 1/2 Taper point 25 mm 75 cm thread (25339),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2330448,0
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11414037,54602436,2025,E-Katalog 5.0,BLUD,PT. NUANSA JAYA MEDIKA,E-Purchasing,Pengadaan Barang,Rel Alumunium + Accessories,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,44844000,44844000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11568788,55581063,2025,E-Katalog 5.0,APBD,CV.KILAT MAJU,E-Purchasing,Pengadaan Barang,FOTOCOPY HITAM PUTIH,PAKET SELESAI,4800000,4800000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11940891,59825921,2025,E-Katalog 5.0,APBD,CV. INTI RAYA,E-Purchasing,Pengadaan Barang,Pas. Penutup Atap Alderon 1 layer,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,20506570,20506570
KAB. MAJALENGKA,PUSKESMAS KERTAJATI - 1.02.0.00.0.00.01.0009,12123948,55778914,2025,E-Katalog 5.0,APBD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Ramipril tab 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,277500,277500
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11350942,54602436,2025,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Mecobalamin 500 Mcg/ml Injeksi,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,180400,180400
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,11673250,55950120,2025,E-Katalog 5.0,APBD,CIPTA KOMARA MANDIRI,E-Purchasing,Pengadaan Barang,Amplop Kecil Putih,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,152000,152000
KAB. MAJALENGKA,PUSKESMAS SALAGEDANG - 1.02.0.00.0.00.01.0014,01K0E59WR776HJ4EG87ZGHT2JP,58380163,2025,E-Katalog 6.0,APBD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD PKM Salagedang,ON PROCESS,449550,449550
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11911003,59875376,2025,E-Katalog 5.0,APBD,PT.HAURA KARYA NUSANTARA,E-Purchasing,Pengadaan Barang,Pegangan Stainless Steel (Grab Bar),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,820000,820000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,01K87B9CASSZGKSR5K4R2ZCE4B,58159278,2025,E-Katalog 6.0,BLUD,RIZIA MITRA SEJATI,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (EGG),ON PROCESS,22200000,22200000
KAB. MAJALENGKA,DINAS PERHUBUNGAN - 2.15.0.00.0.00.01.0000,01K3JCV7A80PCVDZJG8998687T,54528220,2025,E-Katalog 6.0,APBD,HALIMUN,E-Purchasing,Jasa Lainnya,Rambu-Rambu Lalu Lintas Darat Lainnya,ON PROCESS,149850000,149850000
